year,month,day,country,hs_code,export_value,export_weight,import_value,import_weight,unit_price,date,price_chg_3m,vol_chg_3m,price_chg_6m,vol_chg_6m,price_chg_12m,vol_chg_12m
2010,1,1,Canada,7202,0,0,818564,34000,,2010.1.1,,,,,,
2010,2,1,Canada,7202,0,0,77793,3000,,2010.2.1,,,,,,
2010,3,1,Canada,7202,0,0,415896,17000,,2010.3.1,,,,,,
2010,4,1,Canada,7202,0,0,470700,19000,,2010.4.1,,,,,,
2010,5,1,Canada,7202,0,0,408337,17000,,2010.5.1,,,,,,
2010,6,1,Canada,7202,0,0,857337,35000,,2010.6.1,,,,,,
2010,7,1,Canada,7202,0,0,412835,17000,,2010.7.1,,,,,,
2010,8,1,Canada,7202,0,0,110427,4000,,2010.8.1,,,,,,
2010,9,1,Canada,7202,477150,20000,487298,19500,23.8575,2010.9.1,,,,,,
2010,10,1,Canada,7202,0,0,828668,34000,,2010.10.1,,,,,,
2010,11,1,Canada,7202,0,0,412460,17000,,2010.11.1,,,,,,
2010,12,1,Canada,7202,0,0,408212,17000,,2010.12.1,,,,,,
2011,1,1,Canada,7202,0,0,413397,17000,,2011.1.1,,,,,,
2011,2,1,Canada,7202,0,0,0,0,,2011.2.1,,,,,,
2011,3,1,Canada,7202,0,0,996665,38000,,2011.3.1,,,,,,
2011,4,1,Canada,7202,0,0,0,0,,2011.4.1,,,,,,
2011,5,1,Canada,7202,0,0,982132,37722,,2011.5.1,,,,,,
2011,6,1,Canada,7202,0,0,509968,19500,,2011.6.1,,,,,,
2011,7,1,Canada,7202,363374,279900,433261,16500,1.298227939,2011.7.1,,,,,,
2011,8,1,Canada,7202,0,0,427366,16500,,2011.8.1,,,,,,
2011,9,1,Canada,7202,0,0,428013,16500,,2011.9.1,,,,,,
2011,10,1,Canada,7202,0,0,570799,21500,,2011.10.1,,,,,,
2011,11,1,Canada,7202,0,0,856357,33000,,2011.11.1,,,,,,
2011,12,1,Canada,7202,163794,60000,699804,27000,2.7299,2011.12.1,,,,,,
2012,1,1,Canada,7202,0,0,0,0,,2012.1.1,,,,,,
2012,2,1,Canada,7202,0,0,439731,16500,,2012.2.1,,,,,,
2012,3,1,Canada,7202,0,0,439133,16500,,2012.3.1,,,,,,
2012,4,1,Canada,7202,0,0,552363,18500,,2012.4.1,,,,,,
2012,5,1,Canada,7202,0,0,958787,49500,,2012.5.1,,,,,,
2012,6,1,Canada,7202,0,0,440729,16500,,2012.6.1,,,,,,
2012,7,1,Canada,7202,0,0,643878,24000,,2012.7.1,,,,,,
2012,8,1,Canada,7202,0,0,523726,32069,,2012.8.1,,,,,,
2012,9,1,Canada,7202,0,0,534972,34000,,2012.9.1,,,,,,
2012,10,1,Canada,7202,0,0,529586,32500,,2012.10.1,,,,,,
2012,11,1,Canada,7202,0,0,552412,36500,,2012.11.1,,,,,,
2012,12,1,Canada,7202,0,0,0,0,,2012.12.1,,,,,,
2013,1,1,Canada,7202,0,0,438335,16500,,2013.1.1,,,,,,
2013,2,1,Canada,7202,0,0,873444,33000,,2013.2.1,,,,,,
2013,3,1,Canada,7202,0,0,399376,43500,,2013.3.1,,,,,,
2013,4,1,Canada,7202,0,0,1106722,68500,,2013.4.1,,,,,,
2013,5,1,Canada,7202,0,0,762455,86500,,2013.5.1,,,,,,
2013,6,1,Canada,7202,0,0,1439786,113500,,2013.6.1,,,,,,
2013,7,1,Canada,7202,0,0,1031168,97000,,2013.7.1,,,,,,
2013,8,1,Canada,7202,69360,17000,439428,16500,4.08,2013.8.1,,,,,,
2013,9,1,Canada,7202,0,0,994584,97500,,2013.9.1,,,,,,
2013,10,1,Canada,7202,0,0,430351,16500,,2013.10.1,,,,,,
2013,11,1,Canada,7202,0,0,903605,67000,,2013.11.1,,,,,,
2013,12,1,Canada,7202,0,0,686481,81500,,2013.12.1,,,,,,
2014,1,1,Canada,7202,0,0,280537,10500,,2014.1.1,,,,,,
2014,2,1,Canada,7202,0,0,1091025,43500,,2014.2.1,,,,,,
2014,3,1,Canada,7202,0,0,680871,27000,,2014.3.1,,,,,,
2014,4,1,Canada,7202,0,0,815889,62000,,2014.4.1,,,,,,
2014,5,1,Canada,7202,0,0,694586,27000,,2014.5.1,,,,,,
2014,6,1,Canada,7202,0,0,931216,36000,,2014.6.1,,,,,,
2014,7,1,Canada,7202,0,0,336606,25500,,2014.7.1,,,,,,
2014,8,1,Canada,7202,0,0,1215587,48000,,2014.8.1,,,,,,
2014,9,1,Canada,7202,0,0,424929,18500,,2014.9.1,,,,,,
2014,10,1,Canada,7202,0,0,977180,37500,,2014.10.1,,,,,,
2014,11,1,Canada,7202,0,0,688737,27000,,2014.11.1,,,,,,
2014,12,1,Canada,7202,0,0,409433,16500,,2014.12.1,,,,,,
2015,1,1,Canada,7202,0,0,0,0,,2015.1.1,,,,,,
2015,2,1,Canada,7202,0,0,545353,21000,,2015.2.1,,,,,,
2015,3,1,Canada,7202,0,0,1239814,48000,,2015.3.1,,,,,,
2015,4,1,Canada,7202,0,0,681379,27000,,2015.4.1,,,,,,
2015,5,1,Canada,7202,0,0,986630,40500,,2015.5.1,,,,,,
2015,6,1,Canada,7202,0,0,1381705,54001,,2015.6.1,,,,,,
2015,7,1,Canada,7202,0,0,734570,39000,,2015.7.1,,,,,,
2015,8,1,Canada,7202,0,0,827418,67000,,2015.8.1,,,,,,
2015,9,1,Canada,7202,0,0,407318,16500,,2015.9.1,,,,,,
2015,10,1,Canada,7202,0,0,690646,27000,,2015.10.1,,,,,,
2015,11,1,Canada,7202,1,5,478856,36500,0.2,2015.11.1,,,,,,
2015,12,1,Canada,7202,0,0,403773,16500,,2015.12.1,,,,,,
2016,1,1,Canada,7202,0,0,887755,36500,,2016.1.1,,,,,,
2016,2,1,Canada,7202,0,0,679522,45000,,2016.2.1,,,,,,
2016,3,1,Canada,7202,0,0,1090102,52000,,2016.3.1,,,,,,
2016,4,1,Canada,7202,0,0,1295930,65995,,2016.4.1,,,,,,
2016,5,1,Canada,7202,0,0,679347,54495,,2016.5.1,,,,,,
2016,6,1,Canada,7202,0,0,1283128,61495,,2016.6.1,,,,,,
2016,7,1,Canada,7202,0,0,1085560,55495,,2016.7.1,,,,,,
2016,8,1,Canada,7202,0,0,1269919,66494.89,,2016.8.1,,,,,,
2016,9,1,Canada,7202,0,0,961174,41000,,2016.9.1,,,,,,
2016,10,1,Canada,7202,0,0,881283,47495,,2016.10.1,,,,,,
2016,11,1,Canada,7202,0,0,934258,54490,,2016.11.1,,,,,,
2016,12,1,Canada,7202,216578,20000,930221,44994.94,10.8289,2016.12.1,,,,,,
2017,1,1,Canada,7202,0,0,636378,48000,,2017.1.1,,,,,,
2017,2,1,Canada,7202,0,0,764651,54500,,2017.2.1,,,,,,
2017,3,1,Canada,7202,0,0,755715,62500,,2017.3.1,,,,,,
2017,4,1,Canada,7202,0,0,2061794,99500,,2017.4.1,,,,,,
2017,5,1,Canada,7202,0,0,2091100,99500,,2017.5.1,,,,,,
2017,6,1,Canada,7202,0,0,1002560,48000,,2017.6.1,,,,,,
2017,7,1,Canada,7202,0,0,1020009,47000,,2017.7.1,,,,,,
2017,8,1,Canada,7202,650765,20000,543799,27000,32.53825,2017.8.1,,,,,,
2017,9,1,Canada,7202,0,0,1385354,63000,,2017.9.1,,,,,,
2017,10,1,Canada,7202,0,0,1702523,66000,,2017.10.1,,,,,,
2017,11,1,Canada,7202,0,0,1128122,54000,,2017.11.1,,,,,,
2017,12,1,Canada,7202,0,0,236449,10500,,2017.12.1,,,,,,
2018,1,1,Canada,7202,0,0,394035,35592,,2018.1.1,,,,,,
2018,2,1,Canada,7202,0,0,747418,32000,,2018.2.1,,,,,,
2018,3,1,Canada,7202,917583,20000,432922,41000,45.87915,2018.3.1,,,,,,
2018,4,1,Canada,7202,0,0,846151,76000,,2018.4.1,,,,,,
2018,5,1,Canada,7202,0,0,410831,34187,,2018.5.1,,,,,,
2018,6,1,Canada,7202,0,0,352242,15000,,2018.6.1,,,,,,
2018,7,1,Canada,7202,0,0,347210,15000,,2018.7.1,,,,,,
2018,8,1,Canada,7202,0,0,821758,35000,,2018.8.1,,,,,,
2018,9,1,Canada,7202,0,0,839874,35000,,2018.9.1,,,,,,
2018,10,1,Canada,7202,0,0,620108,25000,,2018.10.1,,,,,,
2018,11,1,Canada,7202,0,0,359100,15000,,2018.11.1,,,,,,
2018,12,1,Canada,7202,0,0,633610,25000,,2018.12.1,,,,,,
2019,1,1,Canada,7202,602556,10000,288585,10000,60.2556,2019.1.1,,,,,,
2019,2,1,Canada,7202,0,0,430905,15000,,2019.2.1,,,,,,
2019,3,1,Canada,7202,0,0,429154,15000,,2019.3.1,,,,,,
2019,4,1,Canada,7202,0,0,434879,15000,,2019.4.1,,,,,,
2019,5,1,Canada,7202,0,0,0,0,,2019.5.1,,,,,,
2019,6,1,Canada,7202,0,0,0,0,,2019.6.1,,,,,,
2019,7,1,Canada,7202,0,0,276094,10000,,2019.7.1,,,,,,
2019,8,1,Canada,7202,0,0,313757,12000,,2019.8.1,,,,,,
2019,9,1,Canada,7202,0,0,307091,12000,,2019.9.1,,,,,,
2019,10,1,Canada,7202,0,0,310955,12000,,2019.10.1,,,,,,
2019,11,1,Canada,7202,0,0,370183,15000,,2019.11.1,,,,,,
2019,12,1,Canada,7202,0,0,0,0,,2019.12.1,,,,,,
2020,1,1,Canada,7202,0,0,368921,15000,,2020.1.1,,,,,,
2020,2,1,Canada,7202,0,0,607316,26512,,2020.2.1,,,,,,
2020,3,1,Canada,7202,0,0,1172631,52500,,2020.3.1,,,,,,
2020,4,1,Canada,7202,313390,20000.7,2314371,110500,15.66895159,2020.4.1,,,,,,
2020,5,1,Canada,7202,0,0,1301869,57000,,2020.5.1,,,,,,
2020,6,1,Canada,7202,126003,2160,405800,72000,58.33472222,2020.6.1,,,,,,
2020,7,1,Canada,7202,126003,3924,1076666,51000,32.11085627,2020.7.1,104.9330237,-80.38068668,,,,
2020,8,1,Canada,7202,0,0,317942,18000,,2020.8.1,,,,,,
2020,9,1,Canada,7202,0,0,710937,34500,,2020.9.1,,,,,,
2020,10,1,Canada,7202,0,0,647241,28500,,2020.10.1,,,,,,
2020,11,1,Canada,7202,0,0,1331392,61500,,2020.11.1,,,,,,
2020,12,1,Canada,7202,0,0,752429,49500,,2020.12.1,,,,,,
2021,1,1,Canada,7202,0,0,1003067,45000,,2021.1.1,,,,,,
2021,2,1,Canada,7202,0,0,78133,20000,,2021.2.1,,,,,,
2021,3,1,Canada,7202,0,0,277992,12000,,2021.3.1,,,,,,
2021,4,1,Canada,7202,0,0,361581,34012.67,,2021.4.1,,,,,,
2021,5,1,Canada,7202,0,0,308659,12000,,2021.5.1,,,,,,
2021,6,1,Canada,7202,0,0,0,0,,2021.6.1,,,,,,
2021,7,1,Canada,7202,0,0,310846,12000,,2021.7.1,,,,,,
2021,8,1,Canada,7202,0,0,0,0,,2021.8.1,,,,,,
2021,9,1,Canada,7202,0,0,0,0,,2021.9.1,,,,,,
2021,10,1,Canada,7202,0,0,380,0.34,,2021.10.1,,,,,,
2021,11,1,Canada,7202,0,0,394945,28000.34,,2021.11.1,,,,,,
2021,12,1,Canada,7202,0,0,190,0.43,,2021.12.1,,,,,,
2022,1,1,Canada,7202,0,0,101132,22000,,2022.1.1,,,,,,
2022,2,1,Canada,7202,0,0,0,0,,2022.2.1,,,,,,
2022,3,1,Canada,7202,0,0,1186393,58000.85,,2022.3.1,,,,,,
2022,4,1,Canada,7202,0,0,0,0,,2022.4.1,,,,,,
2022,5,1,Canada,7202,0,0,0,0,,2022.5.1,,,,,,
2022,6,1,Canada,7202,0,0,0,0,,2022.6.1,,,,,,
2022,7,1,Canada,7202,0,0,534890,18000,,2022.7.1,,,,,,
2022,8,1,Canada,7202,0,0,0,0,,2022.8.1,,,,,,
2022,9,1,Canada,7202,0,0,465,0.26,,2022.9.1,,,,,,
2022,10,1,Canada,7202,0,0,285983,10000,,2022.10.1,,,,,,
2022,11,1,Canada,7202,0,0,0,0,,2022.11.1,,,,,,
2022,12,1,Canada,7202,0,0,0,0,,2022.12.1,,,,,,
2023,1,1,Canada,7202,0,0,0,0,,2023.1.1,,,,,,
2023,2,1,Canada,7202,0,0,0,0,,2023.2.1,,,,,,
2023,3,1,Canada,7202,0,0,857395,31000,,2023.3.1,,,,,,
2023,4,1,Canada,7202,0,0,0,0,,2023.4.1,,,,,,
2023,5,1,Canada,7202,0,0,442650,15000,,2023.5.1,,,,,,
2023,6,1,Canada,7202,0,0,735655,25000,,2023.6.1,,,,,,
2023,7,1,Canada,7202,0,0,0,0,,2023.7.1,,,,,,
2023,8,1,Canada,7202,0,0,0,0,,2023.8.1,,,,,,
2023,9,1,Canada,7202,0,0,0,0,,2023.9.1,,,,,,
2023,10,1,Canada,7202,0,0,0,0,,2023.10.1,,,,,,
2023,11,1,Canada,7202,0,0,147574,5000,,2023.11.1,,,,,,
2023,12,1,Canada,7202,0,0,0,0,,2023.12.1,,,,,,
2024,1,1,Canada,7202,0,0,0,0,,2024.1.1,,,,,,
2024,2,1,Canada,7202,0,0,0,0,,2024.2.1,,,,,,
2024,3,1,Canada,7202,0,0,288449,10000,,2024.3.1,,,,,,
2024,4,1,Canada,7202,0,0,0,0,,2024.4.1,,,,,,
2024,5,1,Canada,7202,0,0,431739,15000,,2024.5.1,,,,,,
2024,6,1,Canada,7202,0,0,577170,20000,,2024.6.1,,,,,,
2024,7,1,Canada,7202,0,0,516213,18000,,2024.7.1,,,,,,
2024,8,1,Canada,7202,0,0,0,0,,2024.8.1,,,,,,
2024,9,1,Canada,7202,413445,20000,0,0,20.67225,2024.9.1,,,,,,
2024,10,1,Canada,7202,0,0,0,0,,2024.10.1,,,,,,
2024,11,1,Canada,7202,0,0,0,0,,2024.11.1,,,,,,
2024,12,1,Canada,7202,0,0,0,0,,2024.12.1,,,,,,
2025,1,1,Canada,7202,0,0,567157,20000,,2025.1.1,,,,,,
2025,2,1,Canada,7202,0,0,0,0,,2025.2.1,,,,,,
2025,3,1,Canada,7202,0,0,0,0,,2025.3.1,,,,,,
2025,4,1,Canada,7202,374852,20000,0,0,18.7426,2025.4.1,,,,,,
2025,5,1,Canada,7202,0,0,0,0,,2025.5.1,,,,,,
2025,6,1,Canada,7202,0,0,0,0,,2025.6.1,,,,,,
2025,7,1,Canada,7202,0,0,0,0,,2025.7.1,,,,,,
2025,8,1,Canada,7202,0,0,0,0,,2025.8.1,,,,,,
2025,9,1,Canada,7202,365856,20000,0,0,18.2928,2025.9.1,,,,,-11.51035809,0
2025,10,1,Canada,7202,0,0,0,0,,2025.10.1,,,,,,
2025,11,1,Canada,7202,0,0,0,0,,2025.11.1,,,,,,
2025,12,1,Canada,7202,0,0,17,2.04,,2025.12.1,,,,,,
2026,1,1,Canada,7202,0,0,645,9.86,,2026.1.1,,,,,,
2026,2,1,Canada,7202,0,0,0,0,,2026.2.1,,,,,,
2026,3,1,Canada,7202,0,0,639307,20000,,2026.3.1,,,,,,
2010,1,1,Canada,7203,0,0,0,0,,2010.1.1,,,,,,
2010,2,1,Canada,7203,0,0,0,0,,2010.2.1,,,,,,
2010,3,1,Canada,7203,0,0,0,0,,2010.3.1,,,,,,
2010,4,1,Canada,7203,0,0,0,0,,2010.4.1,,,,,,
2010,5,1,Canada,7203,0,0,0,0,,2010.5.1,,,,,,
2010,6,1,Canada,7203,0,0,0,0,,2010.6.1,,,,,,
2010,7,1,Canada,7203,0,0,0,0,,2010.7.1,,,,,,
2010,8,1,Canada,7203,0,0,0,0,,2010.8.1,,,,,,
2010,9,1,Canada,7203,0,0,0,0,,2010.9.1,,,,,,
2010,10,1,Canada,7203,0,0,0,0,,2010.10.1,,,,,,
2010,11,1,Canada,7203,0,0,0,0,,2010.11.1,,,,,,
2010,12,1,Canada,7203,0,0,0,0,,2010.12.1,,,,,,
2011,1,1,Canada,7203,0,0,0,0,,2011.1.1,,,,,,
2011,2,1,Canada,7203,0,0,0,0,,2011.2.1,,,,,,
2011,3,1,Canada,7203,0,0,0,0,,2011.3.1,,,,,,
2011,4,1,Canada,7203,0,0,0,0,,2011.4.1,,,,,,
2011,5,1,Canada,7203,0,0,0,0,,2011.5.1,,,,,,
2011,6,1,Canada,7203,0,0,0,0,,2011.6.1,,,,,,
2011,7,1,Canada,7203,0,0,0,0,,2011.7.1,,,,,,
2011,8,1,Canada,7203,0,0,0,0,,2011.8.1,,,,,,
2011,9,1,Canada,7203,0,0,0,0,,2011.9.1,,,,,,
2011,10,1,Canada,7203,0,0,0,0,,2011.10.1,,,,,,
2011,11,1,Canada,7203,0,0,0,0,,2011.11.1,,,,,,
2011,12,1,Canada,7203,0,0,0,0,,2011.12.1,,,,,,
2012,1,1,Canada,7203,0,0,0,0,,2012.1.1,,,,,,
2012,2,1,Canada,7203,0,0,0,0,,2012.2.1,,,,,,
2012,3,1,Canada,7203,0,0,0,0,,2012.3.1,,,,,,
2012,4,1,Canada,7203,0,0,0,0,,2012.4.1,,,,,,
2012,5,1,Canada,7203,0,0,0,0,,2012.5.1,,,,,,
2012,6,1,Canada,7203,0,0,0,0,,2012.6.1,,,,,,
2012,7,1,Canada,7203,0,0,0,0,,2012.7.1,,,,,,
2012,8,1,Canada,7203,0,0,0,0,,2012.8.1,,,,,,
2012,9,1,Canada,7203,0,0,0,0,,2012.9.1,,,,,,
2012,10,1,Canada,7203,0,0,0,0,,2012.10.1,,,,,,
2012,11,1,Canada,7203,0,0,0,0,,2012.11.1,,,,,,
2012,12,1,Canada,7203,0,0,0,0,,2012.12.1,,,,,,
2013,1,1,Canada,7203,0,0,0,0,,2013.1.1,,,,,,
2013,2,1,Canada,7203,0,0,0,0,,2013.2.1,,,,,,
2013,3,1,Canada,7203,0,0,0,0,,2013.3.1,,,,,,
2013,4,1,Canada,7203,0,0,0,0,,2013.4.1,,,,,,
2013,5,1,Canada,7203,0,0,0,0,,2013.5.1,,,,,,
2013,6,1,Canada,7203,0,0,0,0,,2013.6.1,,,,,,
2013,7,1,Canada,7203,0,0,0,0,,2013.7.1,,,,,,
2013,8,1,Canada,7203,0,0,0,0,,2013.8.1,,,,,,
2013,9,1,Canada,7203,0,0,0,0,,2013.9.1,,,,,,
2013,10,1,Canada,7203,0,0,0,0,,2013.10.1,,,,,,
2013,11,1,Canada,7203,0,0,0,0,,2013.11.1,,,,,,
2013,12,1,Canada,7203,0,0,0,0,,2013.12.1,,,,,,
2014,1,1,Canada,7203,0,0,0,0,,2014.1.1,,,,,,
2014,2,1,Canada,7203,0,0,0,0,,2014.2.1,,,,,,
2014,3,1,Canada,7203,0,0,0,0,,2014.3.1,,,,,,
2014,4,1,Canada,7203,0,0,0,0,,2014.4.1,,,,,,
2014,5,1,Canada,7203,0,0,0,0,,2014.5.1,,,,,,
2014,6,1,Canada,7203,0,0,0,0,,2014.6.1,,,,,,
2014,7,1,Canada,7203,0,0,0,0,,2014.7.1,,,,,,
2014,8,1,Canada,7203,0,0,0,0,,2014.8.1,,,,,,
2014,9,1,Canada,7203,0,0,0,0,,2014.9.1,,,,,,
2014,10,1,Canada,7203,0,0,0,0,,2014.10.1,,,,,,
2014,11,1,Canada,7203,0,0,0,0,,2014.11.1,,,,,,
2014,12,1,Canada,7203,0,0,0,0,,2014.12.1,,,,,,
2015,1,1,Canada,7203,0,0,0,0,,2015.1.1,,,,,,
2015,2,1,Canada,7203,0,0,0,0,,2015.2.1,,,,,,
2015,3,1,Canada,7203,0,0,0,0,,2015.3.1,,,,,,
2015,4,1,Canada,7203,0,0,0,0,,2015.4.1,,,,,,
2015,5,1,Canada,7203,0,0,0,0,,2015.5.1,,,,,,
2015,6,1,Canada,7203,0,0,0,0,,2015.6.1,,,,,,
2015,7,1,Canada,7203,0,0,0,0,,2015.7.1,,,,,,
2015,8,1,Canada,7203,0,0,0,0,,2015.8.1,,,,,,
2015,9,1,Canada,7203,0,0,0,0,,2015.9.1,,,,,,
2015,10,1,Canada,7203,0,0,0,0,,2015.10.1,,,,,,
2015,11,1,Canada,7203,0,0,0,0,,2015.11.1,,,,,,
2015,12,1,Canada,7203,0,0,0,0,,2015.12.1,,,,,,
2016,1,1,Canada,7203,0,0,0,0,,2016.1.1,,,,,,
2016,2,1,Canada,7203,0,0,0,0,,2016.2.1,,,,,,
2016,3,1,Canada,7203,0,0,0,0,,2016.3.1,,,,,,
2016,4,1,Canada,7203,0,0,0,0,,2016.4.1,,,,,,
2016,5,1,Canada,7203,0,0,0,0,,2016.5.1,,,,,,
2016,6,1,Canada,7203,0,0,0,0,,2016.6.1,,,,,,
2016,7,1,Canada,7203,0,0,0,0,,2016.7.1,,,,,,
2016,8,1,Canada,7203,0,0,0,0,,2016.8.1,,,,,,
2016,9,1,Canada,7203,0,0,0,0,,2016.9.1,,,,,,
2016,10,1,Canada,7203,0,0,0,0,,2016.10.1,,,,,,
2016,11,1,Canada,7203,0,0,0,0,,2016.11.1,,,,,,
2016,12,1,Canada,7203,0,0,0,0,,2016.12.1,,,,,,
2017,1,1,Canada,7203,0,0,0,0,,2017.1.1,,,,,,
2017,2,1,Canada,7203,0,0,0,0,,2017.2.1,,,,,,
2017,3,1,Canada,7203,0,0,0,0,,2017.3.1,,,,,,
2017,4,1,Canada,7203,0,0,0,0,,2017.4.1,,,,,,
2017,5,1,Canada,7203,0,0,0,0,,2017.5.1,,,,,,
2017,6,1,Canada,7203,0,0,0,0,,2017.6.1,,,,,,
2017,7,1,Canada,7203,0,0,0,0,,2017.7.1,,,,,,
2017,8,1,Canada,7203,0,0,0,0,,2017.8.1,,,,,,
2017,9,1,Canada,7203,0,0,0,0,,2017.9.1,,,,,,
2017,10,1,Canada,7203,0,0,0,0,,2017.10.1,,,,,,
2017,11,1,Canada,7203,0,0,0,0,,2017.11.1,,,,,,
2017,12,1,Canada,7203,0,0,0,0,,2017.12.1,,,,,,
2018,1,1,Canada,7203,0,0,0,0,,2018.1.1,,,,,,
2018,2,1,Canada,7203,0,0,0,0,,2018.2.1,,,,,,
2018,3,1,Canada,7203,0,0,0,0,,2018.3.1,,,,,,
2018,4,1,Canada,7203,0,0,0,0,,2018.4.1,,,,,,
2018,5,1,Canada,7203,0,0,0,0,,2018.5.1,,,,,,
2018,6,1,Canada,7203,0,0,0,0,,2018.6.1,,,,,,
2018,7,1,Canada,7203,0,0,0,0,,2018.7.1,,,,,,
2018,8,1,Canada,7203,0,0,0,0,,2018.8.1,,,,,,
2018,9,1,Canada,7203,0,0,0,0,,2018.9.1,,,,,,
2018,10,1,Canada,7203,974,231,0,0,4.216450216,2018.10.1,,,,,,
2018,11,1,Canada,7203,0,0,0,0,,2018.11.1,,,,,,
2018,12,1,Canada,7203,0,0,0,0,,2018.12.1,,,,,,
2019,1,1,Canada,7203,0,0,0,0,,2019.1.1,,,,,,
2019,2,1,Canada,7203,0,0,0,0,,2019.2.1,,,,,,
2019,3,1,Canada,7203,0,0,0,0,,2019.3.1,,,,,,
2019,4,1,Canada,7203,0,0,0,0,,2019.4.1,,,,,,
2019,5,1,Canada,7203,0,0,0,0,,2019.5.1,,,,,,
2019,6,1,Canada,7203,0,0,0,0,,2019.6.1,,,,,,
2019,7,1,Canada,7203,0,0,0,0,,2019.7.1,,,,,,
2019,8,1,Canada,7203,0,0,0,0,,2019.8.1,,,,,,
2019,9,1,Canada,7203,0,0,0,0,,2019.9.1,,,,,,
2019,10,1,Canada,7203,0,0,0,0,,2019.10.1,,,,,,
2019,11,1,Canada,7203,0,0,0,0,,2019.11.1,,,,,,
2019,12,1,Canada,7203,0,0,0,0,,2019.12.1,,,,,,
2020,1,1,Canada,7203,0,0,0,0,,2020.1.1,,,,,,
2020,2,1,Canada,7203,0,0,0,0,,2020.2.1,,,,,,
2020,3,1,Canada,7203,0,0,0,0,,2020.3.1,,,,,,
2020,4,1,Canada,7203,0,0,0,0,,2020.4.1,,,,,,
2020,5,1,Canada,7203,0,0,0,0,,2020.5.1,,,,,,
2020,6,1,Canada,7203,0,0,0,0,,2020.6.1,,,,,,
2020,7,1,Canada,7203,0,0,0,0,,2020.7.1,,,,,,
2020,8,1,Canada,7203,0,0,0,0,,2020.8.1,,,,,,
2020,9,1,Canada,7203,0,0,0,0,,2020.9.1,,,,,,
2020,10,1,Canada,7203,0,0,0,0,,2020.10.1,,,,,,
2020,11,1,Canada,7203,0,0,0,0,,2020.11.1,,,,,,
2020,12,1,Canada,7203,0,0,0,0,,2020.12.1,,,,,,
2021,1,1,Canada,7203,0,0,0,0,,2021.1.1,,,,,,
2021,2,1,Canada,7203,0,0,0,0,,2021.2.1,,,,,,
2021,3,1,Canada,7203,0,0,0,0,,2021.3.1,,,,,,
2021,4,1,Canada,7203,0,0,0,0,,2021.4.1,,,,,,
2021,5,1,Canada,7203,0,0,0,0,,2021.5.1,,,,,,
2021,6,1,Canada,7203,0,0,0,0,,2021.6.1,,,,,,
2021,7,1,Canada,7203,0,0,0,0,,2021.7.1,,,,,,
2021,8,1,Canada,7203,0,0,0,0,,2021.8.1,,,,,,
2021,9,1,Canada,7203,0,0,0,0,,2021.9.1,,,,,,
2021,10,1,Canada,7203,0,0,0,0,,2021.10.1,,,,,,
2021,11,1,Canada,7203,0,0,0,0,,2021.11.1,,,,,,
2021,12,1,Canada,7203,0,0,0,0,,2021.12.1,,,,,,
2022,1,1,Canada,7203,0,0,0,0,,2022.1.1,,,,,,
2022,2,1,Canada,7203,0,0,0,0,,2022.2.1,,,,,,
2022,3,1,Canada,7203,0,0,0,0,,2022.3.1,,,,,,
2022,4,1,Canada,7203,0,0,0,0,,2022.4.1,,,,,,
2022,5,1,Canada,7203,0,0,0,0,,2022.5.1,,,,,,
2022,6,1,Canada,7203,0,0,0,0,,2022.6.1,,,,,,
2022,7,1,Canada,7203,0,0,0,0,,2022.7.1,,,,,,
2022,8,1,Canada,7203,0,0,0,0,,2022.8.1,,,,,,
2022,9,1,Canada,7203,0,0,0,0,,2022.9.1,,,,,,
2022,10,1,Canada,7203,0,0,0,0,,2022.10.1,,,,,,
2022,11,1,Canada,7203,0,0,0,0,,2022.11.1,,,,,,
2022,12,1,Canada,7203,0,0,0,0,,2022.12.1,,,,,,
2023,1,1,Canada,7203,0,0,0,0,,2023.1.1,,,,,,
2023,2,1,Canada,7203,0,0,0,0,,2023.2.1,,,,,,
2023,3,1,Canada,7203,0,0,0,0,,2023.3.1,,,,,,
2023,4,1,Canada,7203,0,0,0,0,,2023.4.1,,,,,,
2023,5,1,Canada,7203,0,0,0,0,,2023.5.1,,,,,,
2023,6,1,Canada,7203,0,0,0,0,,2023.6.1,,,,,,
2023,7,1,Canada,7203,0,0,0,0,,2023.7.1,,,,,,
2023,8,1,Canada,7203,0,0,0,0,,2023.8.1,,,,,,
2023,9,1,Canada,7203,0,0,0,0,,2023.9.1,,,,,,
2023,10,1,Canada,7203,0,0,0,0,,2023.10.1,,,,,,
2023,11,1,Canada,7203,0,0,0,0,,2023.11.1,,,,,,
2023,12,1,Canada,7203,0,0,0,0,,2023.12.1,,,,,,
2024,1,1,Canada,7203,0,0,0,0,,2024.1.1,,,,,,
2024,2,1,Canada,7203,0,0,0,0,,2024.2.1,,,,,,
2024,3,1,Canada,7203,0,0,0,0,,2024.3.1,,,,,,
2024,4,1,Canada,7203,0,0,0,0,,2024.4.1,,,,,,
2024,5,1,Canada,7203,0,0,0,0,,2024.5.1,,,,,,
2024,6,1,Canada,7203,0,0,0,0,,2024.6.1,,,,,,
2024,7,1,Canada,7203,0,0,0,0,,2024.7.1,,,,,,
2024,8,1,Canada,7203,0,0,0,0,,2024.8.1,,,,,,
2024,9,1,Canada,7203,0,0,0,0,,2024.9.1,,,,,,
2024,10,1,Canada,7203,0,0,0,0,,2024.10.1,,,,,,
