year,month,day,country,hs_code,export_value,export_weight,import_value,import_weight,unit_price,date,price_chg_3m,vol_chg_3m,price_chg_6m,vol_chg_6m,price_chg_12m,vol_chg_12m
2014,1,1,Canada,7212,477437,405773,0,0,1.176611061,2014.1.1,-6.608948389,88.5098001,-11.63811323,236.7802068,-21.75301279,453.0729074
2014,2,1,Canada,7212,105114,80144,0,0,1.311564184,2014.2.1,21.70492237,-55.23331807,-20.69228145,33.40657511,30.19531245,286.6833928
2014,3,1,Canada,7212,106828,97885,0,0,1.091362313,2014.3.1,-22.96009694,-29.01637442,-18.12865929,20.61190039,-18.93220786,-19.20680121
2014,4,1,Canada,7212,169237,120762,0,0,1.401409384,2014.4.1,19.10557621,-70.23902527,11.23395015,-43.89764603,4.380595535,-25.03072969
2014,5,1,Canada,7212,161994,141486,0,0,1.144947203,2014.5.1,-12.7036849,76.53972849,6.243912533,-20.96902126,-22.73384589,83.7051079
2014,6,1,Canada,7212,193428,194124,0,0,0.996414663,2014.6.1,-8.699920182,98.3184349,-29.66250702,40.77361528,-2.043837536,380.55253
2014,7,1,Canada,7212,107024,101818,0,0,1.051130448,2014.7.1,-24.99476166,-15.68705387,-10.66457869,-74.90764541,-21.06153617,-15.49391631
2014,8,1,Canada,7212,133200,135730,0,0,0.981360053,2014.8.1,-14.28774617,-4.068247035,-25.17636082,69.35765622,-40.65907883,125.9342489
2014,9,1,Canada,7212,145647,96813,0,0,1.504415729,2014.9.1,50.98289753,-50.12826853,37.84750596,-1.095162691,12.85760126,19.29100386
2014,10,1,Canada,7212,136838,130891,0,0,1.045434751,2014.10.1,-0.541863991,28.55389027,-25.40118803,8.38757225,-17.02079469,-39.19202055
2014,11,1,Canada,7212,180417,134083,252,7,1.345562077,2014.11.1,37.11196752,-1.213438444,17.52175763,-5.232319805,24.85971338,-25.10417481
2014,12,1,Canada,7212,239077,203234,0,0,1.176363207,2014.12.1,-21.8059753,109.924287,18.05960419,4.692876718,-16.95983419,47.3799475
2015,1,1,Canada,7212,107619,108216,0,0,0.994483256,2015.1.1,-4.873713571,-17.32357458,-5.389168663,6.283761221,-15.47901522,-73.33090176
2015,2,1,Canada,7212,99215,61920,0,0,1.602309432,2015.2.1,19.08104863,-53.81964902,63.27436872,-54.38001916,22.16782453,-22.73906967
2015,3,1,Canada,7212,123024,119652,0,0,1.028181727,2015.3.1,-12.59657554,-41.1259927,-31.65574469,23.59084007,-5.789148586,22.2373193
2015,4,1,Canada,7212,149609,120420,0,0,1.24239329,2015.4.1,24.92852776,11.27744511,18.83986915,-7.999786082,-11.34686948,-0.283201669
2015,5,1,Canada,7212,206380,166179,0,0,1.24191384,2015.5.1,-22.49225927,168.376938,-7.702969568,23.9374119,8.469092406,17.45261015
2015,6,1,Canada,7212,144747,140982,0,0,1.026705537,2015.6.1,-0.143572881,17.82669742,-12.72206315,-30.63070156,3.039986786,-27.3752859
2015,7,1,Canada,7212,358762,288579,0,0,1.243202035,2015.7.1,0.065095703,139.6437469,25.00985086,166.6694389,18.27285915,183.4263097
2015,8,1,Canada,7212,189097,196981,0,0,0.959975835,2015.8.1,-22.70189731,18.53543468,-40.08798698,218.12177,-2.179038952,45.12709055
2015,9,1,Canada,7212,157981,117580,0,0,1.343604354,2015.9.1,30.86559936,-16.59928218,30.67771185,-1.731688564,-10.68929098,21.45063163
2015,10,1,Canada,7212,243148,202824,0,0,1.198812764,2015.10.1,-3.570559714,-29.71629952,-3.507788292,68.43049327,14.67121813,54.95641412
2015,11,1,Canada,7212,167517,140793,0,0,1.189810573,2015.11.1,23.94172117,-28.52457851,-4.195401102,-15.27629845,-11.5752002,5.004362969
2015,12,1,Canada,7212,288367,276743,0,0,1.042002869,2015.12.1,-22.4471947,135.3657085,1.489943481,96.29669036,-11.42167122,36.16963697
2016,1,1,Canada,7212,30113,19755,0,0,1.524322956,2016.1.1,27.15271327,-90.2600284,22.61264972,-93.15438753,53.27789055,-81.74484365
2016,2,1,Canada,7212,114174,134578,0,0,0.848385323,2016.2.1,-28.69576534,-4.41428196,-11.62430429,-31.67970515,-47.05234168,117.3417313
2016,3,1,Canada,7212,255123,216096,0,0,1.180600289,2016.3.1,13.30105931,-21.9145561,-12.13185006,83.78635822,14.82408778,80.60375088
2016,4,1,Canada,7212,212006,210551,0,0,1.00691044,2016.4.1,-33.94375938,965.811187,-16.00769777,3.809706938,-18.95396991,74.84720146
2016,5,1,Canada,7212,67696,89851,0,0,0.753425115,2016.5.1,-11.19305173,-33.23500126,-36.67688521,-36.18219656,-39.33354387,-45.93119468
2016,6,1,Canada,7212,293654,286631,0,0,1.024501886,2016.6.1,-13.22195196,32.64058567,-1.679552322,3.572990103,-0.214633222,103.3103517
2016,7,1,Canada,7212,180332,237375,0,0,0.75969247,2016.7.1,-24.55213098,12.73990625,-50.1619741,1101.594533,-38.89227588,-17.74349485
2016,8,1,Canada,7212,258097,240986,0,0,1.071004125,2016.8.1,42.15137026,168.2062526,26.24029385,79.06790114,11.56573795,22.33971804
2016,9,1,Canada,7212,387327,380851,0,0,1.017004025,2016.9.1,-0.731854241,32.87153169,-13.85704079,76.24157782,-24.30777544,223.9079775
2016,10,1,Canada,7212,102521,120887,11791,3475,0.848072994,2016.10.1,11.63372385,-49.07340706,-15.77473425,-42.58540686,-29.25726023,-40.39807912
2016,11,1,Canada,7212,170349,218922,0,0,0.778126456,2016.11.1,-27.34608224,-9.155718589,3.278539645,143.6500428,-34.60081179,55.49210543
2016,12,1,Canada,7212,316966,299081,2970,162,1.059799854,2016.12.1,4.208029398,-21.47033879,3.445378515,4.343563676,1.707959257,8.071748879
2017,1,1,Canada,7212,93921,119265,2879,928,0.787498428,2017.1.1,-7.142612294,-1.341748906,3.66015977,-49.75671406,-48.33782273,503.7205771
2017,2,1,Canada,7212,172863,179163,11315,3378,0.96483649,2017.2.1,23.99481887,-18.16126292,-9.912906271,-25.65418738,13.72621184,33.12948625
2017,3,1,Canada,7212,205776,179773,0,0,1.144643523,2017.3.1,8.00563133,-39.8915344,12.55054005,-52.79702561,-3.045634195,-16.80873316
2017,4,1,Canada,7212,300561,299534,79,6,1.003428659,2017.4.1,27.41976665,151.1499602,18.31866673,147.7801583,-0.345788506,42.26196978
2017,5,1,Canada,7212,446629,435110,0,0,1.026473765,2017.5.1,6.388364893,142.8570631,31.91606034,98.75115338,36.24098068,384.2572704
2017,6,1,Canada,7212,484434,435753,79512,1500,1.111716959,2017.6.1,-2.876577999,142.3906816,4.898765101,45.69731946,8.512924616,52.0257753
2017,7,1,Canada,7212,312137,294687,0,0,1.059215371,2017.7.1,5.559609165,-1.61818024,34.50380768,147.0859011,39.42686193,24.14407583
2017,8,1,Canada,7212,232043,261635,0,0,0.886895866,2017.8.1,-13.5978048,-39.86922847,-8.078117291,46.03182577,-17.19024737,8.56854755
2017,9,1,Canada,7212,180949,193024,0,0,0.937443012,2017.9.1,-15.6761076,-55.7033457,-18.10175013,7.370962269,-7.823077486,-49.31771218
2017,10,1,Canada,7212,39834,39192,0,0,1.016380894,2017.10.1,-4.0439818,-86.70046524,1.290797782,-86.91567568,19.84592146,-67.57964049
2017,11,1,Canada,7212,336756,386603,0,0,0.871064115,2017.11.1,-1.78507445,47.76425172,-15.14014831,-11.14821539,11.94377317,76.5939467
2017,12,1,Canada,7212,175981,196964,0,0,0.893467842,2017.12.1,-4.690969995,2.04119695,-19.63171609,-54.79916375,-15.69466264,-34.14359321
2018,1,1,Canada,7212,71134,62368,0,0,1.140552848,2018.1.1,12.21706884,59.13451725,7.679031004,-78.83584956,44.83239677,-47.70636817
2018,2,1,Canada,7212,42716,42676,0,0,1.000937295,2018.2.1,14.90971536,-88.96128587,12.85849139,-83.68872666,3.74165008,-76.18034974
2018,3,1,Canada,7212,51038,61267,4595,950,0.833042258,2018.3.1,-6.763039625,-68.89431571,-11.13675746,-68.25938743,-27.22255959,-65.91979886
2018,4,1,Canada,7212,212843,221844,0,0,0.959426444,2018.4.1,-15.88057968,255.7016419,-5.603652192,466.0440906,-4.385186229,-25.9369554
2018,5,1,Canada,7212,281630,315681,0,0,0.892134782,2018.5.1,-10.87006288,639.715531,2.418957044,-18.34491714,-13.08742495,-27.44800165
2018,6,1,Canada,7212,168714,179444,0,0,0.940204186,2018.6.1,12.86392468,192.8885044,5.230892735,-8.895026502,-15.42773736,-58.81979011
2018,7,1,Canada,7212,644030,593900,0,0,1.08440815,2018.7.1,13.02671054,167.7106435,-4.922586289,852.2511544,2.378437788,101.5358669
2018,8,1,Canada,7212,517152,554293,6910,1950.48,0.932993922,2018.8.1,4.579929087,75.58643061,-6.787974963,1198.840097,5.197685248,111.8573585
2018,9,1,Canada,7212,1551579,1638702,0,0,0.946834141,2018.9.1,0.705161125,813.2108067,13.6597972,2574.689474,1.001781259,748.9628233
2018,10,1,Canada,7212,386986,415227,1967,27,0.9319866,2018.10.1,-14.05573625,-30.08469439,-2.860025788,87.17071456,-8.303412082,959.4687691
2018,11,1,Canada,7212,429402,451342,0,0,0.951389412,2018.11.1,1.971662366,-18.57338989,6.64189219,42.97407826,9.221513753,16.74560208
2018,12,1,Canada,7212,603642,564310,0,0,1.069699279,2018.12.1,12.97641612,-65.56359851,13.77308189,214.4769399,19.72442976,186.5041327
2019,1,1,Canada,7212,191829,201100,0,0,0.953898558,2019.1.1,2.35110224,-51.56866003,-12.03509874,-66.13908065,-16.36524691,222.4409954
2019,2,1,Canada,7212,376373,344295,0,0,1.093170101,2019.2.1,14.9024876,-23.71749139,17.16797671,-37.88573913,9.214643786,706.7649264
2019,3,1,Canada,7212,213942,238742,0,0,0.896122174,2019.3.1,-16.22671983,-57.69311194,-5.355950401,-85.43103017,7.57223484,289.6747025
2019,4,1,Canada,7212,352388,359808,0,0,0.97937789,2019.4.1,2.671073594,78.91994033,5.084975506,-13.34667543,2.079518107,62.18964678
2019,5,1,Canada,7212,508031,492089,99508,81342,1.032396579,2019.5.1,-5.559383895,42.92656007,8.514617214,9.02796549,15.7220411,55.88172871
2019,6,1,Canada,7212,221449,239403,0,0,0.925005117,2019.6.1,3.223103279,0.276867916,-13.52662049,-57.57597774,-1.616571123,33.41376697
2019,7,1,Canada,7212,339855,338153,0,0,1.005033225,2019.7.1,2.61955415,-6.018487638,5.360597964,68.15166584,-7.319654039,-43.06230005
2019,8,1,Canada,7212,229048,262139,0,0,0.873765445,2019.8.1,-15.36532926,-46.7293518,-20.07049552,-23.86209501,-6.348216804,-52.70750307
2019,9,1,Canada,7212,358069,378848,8911,3175.2,0.945152145,2019.9.1,2.178045093,58.24697268,5.471349015,58.68510777,-0.177644125,-76.88121452
2019,10,1,Canada,7212,381261,420198,0,0,0.907336541,2019.10.1,-9.72074165,24.26268583,-7.355827591,16.78395144,-2.644894117,1.197176484
2019,11,1,Canada,7212,681063,665256,770,2.65,1.023760778,2019.11.1,17.16654436,153.7798649,-0.836480965,35.19017901,7.606913097,47.39510172
2019,12,1,Canada,7212,282179,301862,0,0,0.934794708,2019.12.1,-1.095848746,-20.32107864,1.058328267,26.08948092,-12.61144828,-46.50777055
2020,1,1,Canada,7212,230555,238600,0,0,0.966282481,2020.1.1,6.496590527,-43.2172452,-3.855667904,-29.4402238,1.298243205,18.64743909
2020,2,1,Canada,7212,221490,260427,0,0,0.850487853,2020.2.1,-16.92513807,-60.85311519,-2.664055044,-0.653088629,-22.19986151,-24.35934301
2020,3,1,Canada,7212,147231,181359,0,0,0.811820753,2020.3.1,-13.15518297,-39.91989717,-14.10687081,-52.12882211,-9.407357935,-24.03556978
2020,4,1,Canada,7212,212005,233836,0,0,0.906639696,2020.4.1,-6.172396386,-1.996647108,-0.076801177,-44.35099644,-7.426979406,-35.0108947
2020,5,1,Canada,7212,102316,98746,5163,1227,1.036153363,2020.5.1,21.83047176,-62.08304054,1.210496205,-85.15669156,0.36388967,-79.93330475
2020,6,1,Canada,7212,594150,548351,0,0,1.083521321,2020.6.1,33.46804905,202.3566517,15.91008298,81.65618726,17.13679215,129.0493436
2020,7,1,Canada,7212,643198,591324,0,0,1.087725173,2020.7.1,19.97325699,152.8797961,12.56803201,147.830679,8.227782528,74.86877242
2020,8,1,Canada,7212,517150,477352,0,0,1.083372438,2020.8.1,4.557151137,383.4140117,27.38247049,83.29589482,23.98893136,82.09881017
2020,9,1,Canada,7212,645335,805877,0,0,0.800785976,2020.9.1,-26.09411921,46.96371485,-1.359262774,344.3545675,-15.27438414,112.7177654
2020,10,1,Canada,7212,601181,661035,0,0,0.909454114,2020.10.1,-16.38934756,11.78896848,0.310422921,182.6917156,0.233383335,57.31512287
2020,11,1,Canada,7212,295328,345411,4480,1338.15,0.855004618,2020.11.1,-21.07934559,-27.64019005,-17.48281209,249.7974602,-16.48394467,-48.07848407
2020,12,1,Canada,7212,82644,101503,0,0,0.814202536,2020.12.1,1.675423929,-87.40465356,-24.85588239,-81.48941098,-12.90039093,-66.37436975
2021,1,1,Canada,7212,781609,874043,0,0,0.894245478,2021.1.1,-1.672281842,32.22340723,-17.78755332,47.81118304,-7.455066704,266.3214585
2021,2,1,Canada,7212,520791,580309,539,2.04,0.8974374,2021.2.1,4.962871681,68.00536173,-17.16261479,21.56836046,5.520307779,122.8298141
2021,3,1,Canada,7212,368328,367366,2951,1130,1.002618642,2021.3.1,23.14118388,261.9262485,25.20432074,-54.41413516,23.50246502,102.5628725
2021,4,1,Canada,7212,491168,530601,9791,3230,0.925682387,2021.4.1,3.515467479,-39.29349014,1.784397113,-19.73178425,2.100359212,126.9115962
2021,5,1,Canada,7212,129470,139414,6647,1316,0.928672874,2021.5.1,3.480518405,-75.97590249,8.616123748,-59.63822808,-10.37302907,41.18445304
2021,6,1,Canada,7212,388023,391251,0,0,0.991749542,2021.6.1,-1.08407121,6.501690412,21.80624576,285.4575727,-8.469771434,-28.64953287
2021,7,1,Canada,7212,268586,279589,4276,220,0.960645805,2021.7.1,3.777042647,-47.30711024,7.425290832,-68.01198568,-11.68304005,-52.7181376
2021,8,1,Canada,7212,348777,236688,0,0,1.473572805,2021.8.1,58.67512087,69.77348043,64.19783766,-59.21345352,36.0171953,-50.41646416
2021,9,1,Canada,7212,1655739,1076355,0,0,1.538283373,2021.9.1,55.10804978,175.1060061,53.42656807,192.9925469,92.09669239,33.56318644
2021,10,1,Canada,7212,2117899,1084293,0,0,1.95325341,2021.10.1,103.327116,287.8167596,111.0068679,104.3518576,114.7720683,64.02958996
2021,11,1,Canada,7212,777141,454616,0,0,1.709444894,2021.11.1,16.00681613,92.0739539,84.07395572,226.0906365,99.93399554,31.61595896
2021,12,1,Canada,7212,677400,358769,0,0,1.888122998,2021.12.1,22.74220936,-66.66815317,90.3830472,-8.302087407,131.8984424,253.4565481
2022,1,1,Canada,7212,580398,315037,0,0,1.842316934,2022.1.1,-5.679574166,-70.94539944,91.77900163,12.67861039,106.0191503,-63.95634997
2022,2,1,Canada,7212,673824,310732,4074,390,2.168505336,2022.2.1,26.85435741,-31.64956799,47.15970116,31.28337727,141.6330472,-46.45404431
2022,3,1,Canada,7212,796658,422235,0,0,1.886764479,2022.3.1,-0.071950761,17.68993419,22.65389541,-60.7717714,88.18366233,14.93578611
2022,4,1,Canada,7212,195791,117141,0,0,1.671413083,2022.4.1,-9.276571672,-62.81674851,-14.42927607,-89.19655481,80.56010437,-77.92295906
2022,5,1,Canada,7212,1203449,687736,0,0,1.74987059,2022.5.1,-19.30522093,121.3277036,2.364843457,51.27844159,88.42701662,393.3048331
2022,6,1,Canada,7212,1201196,652570,31036,16094,1.840715939,2022.6.1,-2.440608856,54.55137542,-2.51080358,81.89141202,85.60290283,66.79062801
2022,7,1,Canada,7212,384680,249249,0,0,1.543356242,2022.7.1,-7.66159141,112.7769099,-16.22743006,-20.88262649,60.65819826,-10.85164295
2022,8,1,Canada,7212,1085777,622241,0,0,1.74494609,2022.8.1,-0.281420803,-9.523276373,-19.53231282,100.2500547,18.41600798,162.8950348
2022,9,1,Canada,7212,677733,410464,0,0,1.651138711,2022.9.1,-10.29910282,-37.1003877,-12.48835086,-2.787784054,7.336446603,-61.8653697
2022,10,1,Canada,7212,204119,175114,0,0,1.165634958,2022.10.1,-24.47401799,-29.74334902,-30.26051014,49.48993094,-40.32341366,-83.84993724
2022,11,1,Canada,7212,172372,154279,0,0,1.117274548,2022.11.1,-35.97082715,-75.20590896,-36.15101857,-77.56711878,-34.64109011,-66.06388688
2022,12,1,Canada,7212,328486,222516,0,0,1.476235417,2022.12.1,-10.59288922,-45.78915569,-19.80101949,-65.9015891,-21.81465836,-37.97791894
2023,1,1,Canada,7212,258204,213228,0,0,1.210929146,2023.1.1,3.885795305,21.76525007,-21.53923293,-14.45181325,-34.27139903,-32.31652155
2023,2,1,Canada,7212,1616690,1074901,0,0,1.504036186,2023.2.1,34.61652628,596.7254131,-13.80615171,72.74673318,-30.64180379,245.9254277
2023,3,1,Canada,7212,783773,548456,0,0,1.429053561,2023.3.1,-3.196092911,146.4793543,-13.45042355,33.61853902,-24.25903833,29.8935427
2023,4,1,Canada,7212,370155,303630,0,0,1.219098903,2023.4.1,0.674668458,42.39687096,4.586679999,73.389906,-27.06178291,159.2004507
2023,5,1,Canada,7212,727045,617547,0,0,1.177311201,2023.5.1,-21.72321306,-42.54847656,5.373491471,300.279364,-32.72009899,-10.20580572
2023,6,1,Canada,7212,298186,218996,0,0,1.361604778,2023.6.1,-4.719821911,-60.07045232,-7.765064928,-1.581908717,-26.0285224,-66.44099484
2023,7,1,Canada,7212,349920,287177,2829,894,1.218481981,2023.7.1,-0.050604735,-5.418766262,0.623722309,34.68071735,-21.04985562,15.2169116
2023,8,1,Canada,7212,645606,462134,0,0,1.397010391,2023.8.1,18.66109744,-25.16618168,-7.115905571,-57.00683133,-19.93962456,-25.73070563
2023,9,1,Canada,7212,131961,117535,0,0,1.122737908,2023.9.1,-17.54303996,-46.33006996,-21.43486163,-78.5698397,-32.0022055,-71.36533289
2023,10,1,Canada,7212,193753,176267,0,0,1.099201779,2023.10.1,-9.789246307,-38.62078091,-9.83489722,-41.94677733,-5.699312485,0.658428224
2023,11,1,Canada,7212,87923,78445,0,0,1.120823507,2023.11.1,-19.76985181,-83.02548611,-4.798025676,-87.29732312,0.317644295,-49.15380577
2023,12,1,Canada,7212,266534,235777,0,0,1.130449535,2023.12.1,0.686859064,100.601523,-16.97667685,7.662697036,-23.4234918,5.959571447
2024,1,1,Canada,7212,196571,160435,0,0,1.225237635,2024.1.1,11.46612555,-8.981828703,0.554431972,-44.13375723,1.181612397,-24.75894348
2024,2,1,Canada,7212,91112,79741,0,0,1.142599165,2024.2.1,1.942826658,1.652112945,-18.2111191,-82.74504797,-24.03113863,-92.58154937
2024,3,1,Canada,7212,236765,197083,0,0,1.201346641,2024.3.1,6.271585208,-16.41126997,7.001521223,67.68026545,-15.93410679,-64.06585031
2024,4,1,Canada,7212,1302696,915150,0,0,1.423478118,2024.4.1,16.17975791,470.4179263,29.50107481,419.1839652,16.76477721,201.4030234
2024,5,1,Canada,7212,697018,482701,0,0,1.443995351,2024.5.1,26.37812066,505.3360254,28.83342848,515.3368602,22.6519675,-21.83574691
2024,6,1,Canada,7212,350073,259543,328,20,1.3488054,2024.6.1,12.27445556,31.69223119,19.3158437,10.0798636,-0.940021518,18.51495004
2024,7,1,Canada,7212,184481,159701,0,0,1.155164965,2024.7.1,-18.84912387,-82.54919958,-5.719108575,-0.457506155,-5.196385169,-44.38934873
2024,8,1,Canada,7212,325272,286252,9688,2216.9,1.136313458,2024.8.1,-21.30767892,-40.69786472,-0.550123518,258.9771886,-18.66105897,-38.05865831
2024,9,1,Canada,7212,271370,234848,8826,2765,1.155513353,2024.9.1,-14.3306104,-9.514801016,-3.815159246,19.16197744,2.919242793,99.81112009
2024,10,1,Canada,7212,346197,285448,0,0,1.212819848,2024.10.1,4.991051957,78.73901854,-14.79884148,-68.80861061,10.33641604,61.94069225
2024,11,1,Canada,7212,92588,80452,59543,16015.08,1.15084771,2024.11.1,1.279070688,-71.89469419,-20.30114851,-83.33295353,2.678762832,2.558480464
2024,12,1,Canada,7212,112415,99783,18463,4457,1.126594711,2024.12.1,-2.502666258,-57.51166712,-16.47462931,-61.55434745,-0.340999249,-57.67907811
2025,1,1,Canada,7212,442684,459860,0,0,0.962649502,2025.1.1,-20.62716458,61.10114627,-16.66562512,187.9506077,-21.4316085,186.6332159
2025,2,1,Canada,7212,141532,118984.7,285,3.01,1.189497473,2025.2.1,3.358373347,47.89526674,4.680400004,-58.433583,4.104528504,49.21395518
2025,3,1,Canada,7212,527932,535859.32,0,0,0.985206341,2025.3.1,-12.55006509,437.0246635,-14.7386451,128.1728267,-17.99150156,171.8952523
2025,4,1,Canada,7212,992143,982861,0,0,1.009443858,2025.4.1,4.860996257,113.7304832,-16.76885402,244.3222583,-29.08609937,7.398896356
2025,5,1,Canada,7212,75951,77447,0,0,0.980683564,2025.5.1,-17.55480055,-34.9101187,-14.78598295,-3.735146423,-32.0854071,-83.95549212
2025,6,1,Canada,7212,385180,332319,0,0,1.159067041,2025.6.1,17.6471357,-37.98390966,2.882343595,233.0417005,-14.06714113,28.04005502
2025,7,1,Canada,7212,99606,98450,0,0,1.011742001,2025.7.1,0.227664244,-89.98332419,5.099727252,-78.5913104,-12.41579929,-38.35354819
2025,8,1,Canada,7212,220596,194058,0,0,1.13675293,2025.8.1,15.91434495,150.5687761,-4.434187113,63.09491893,0.038675197,-32.20728589
2025,9,1,Canada,7212,224108,218016,0,0,1.027942903,2025.9.1,-11.31290366,-34.39556571,4.337828574,-59.31469476,-11.04015368,-7.16718899
2025,10,1,Canada,7212,78614,77299,0,0,1.017011863,2025.10.1,0.520870143,-21.48400203,0.749720222,-92.13530703,-16.14485328,-72.92011154
2025,11,1,Canada,7212,663484,685835,0,0,0.967410529,2025.11.1,-14.89702787,253.417535,-1.353447326,785.5539918,-15.93930978,752.4772535
2025,12,1,Canada,7212,368402,338981.79,0,0,1.086789942,2025.12.1,5.724738101,55.48482221,-6.235799668,2.004938026,-3.533193245,239.7189802
2026,1,1,Canada,7212,174438,164371,0,0,1.061245597,2026.1.1,4.349382287,112.6431131,4.892907064,66.95886237,10.24215923,-64.25629539
2026,2,1,Canada,7212,0,0,0,0,,2026.2.1,,,,,,
2026,3,1,Canada,7212,329941,299791,0,0,1.100570064,2026.3.1,1.267965497,-11.56132605,7.065291302,37.50871496,11.7096001,-44.05415959
2026,4,1,Canada,7212,103147,92230,10300,3240,1.118367126,2026.4.1,5.382498545,-43.88912886,9.965986271,19.31590318,10.79042351,-90.61617055
2010,1,1,Canada,7214,2441540,4991168,0,0,0.489172074,2010.1.1,,,,,,
2010,2,1,Canada,7214,0,0,0,0,,2010.2.1,,,,,,
2010,3,1,Canada,7214,2634954,4908369,0,0,0.536828833,2010.3.1,,,,,,
2010,4,1,Canada,7214,3375929,5367080,0,0,0.629006648,2010.4.1,28.5859684,7.531543719,,,,
2010,5,1,Canada,7214,540,255,0,0,2.117647059,2010.5.1,,,,,,
2010,6,1,Canada,7214,2028676,3667206,0,0,0.553193903,2010.6.1,3.048470833,-25.28666855,,,,
2010,7,1,Canada,7214,2173256,4187391,0,0,0.519000017,2010.7.1,-17.48894568,-21.98008973,6.097638238,-16.10398608,,
2010,8,1,Canada,7214,0,0,0,0,,2010.8.1,,,,,,
2010,9,1,Canada,7214,0,0,0,0,,2010.9.1,,,,,,
2010,10,1,Canada,7214,0,0,0,0,,2010.10.1,,,,,,
2010,11,1,Canada,7214,0,0,0,0,,2010.11.1,,,,,,
2010,12,1,Canada,7214,0,0,0,0,,2010.12.1,,,,,,
2011,1,1,Canada,7214,3649655,5916019,0,0,0.616910629,2011.1.1,,,18.86524247,41.28174321,26.11321495,18.52975095
2011,2,1,Canada,7214,0,0,0,0,,2011.2.1,,,,,,
2011,3,1,Canada,7214,2311750,3302500,0,0,0.7,2011.3.1,,,,,30.39538072,-32.71695751
2011,4,1,Canada,7214,3392607,4916822,0,0,0.689999963,2011.4.1,11.84763747,-16.88968545,,,9.696768016,-8.389254492
2011,5,1,Canada,7214,6245693,8850061,0,0,0.705723158,2011.5.1,,,,,-66.67418419,3470512.157
2011,6,1,Canada,7214,0,0,0,0,,2011.6.1,,,,,,
2011,7,1,Canada,7214,1885647,2748756,0,0,0.68600014,2011.7.1,-0.579684624,-44.09486453,11.19927392,-53.53706606,32.17728657,-34.35635698
2011,8,1,Canada,7214,0,0,0,0,,2011.8.1,,,,,,
2011,9,1,Canada,7214,0,0,0,0,,2011.9.1,,,,,,
2011,10,1,Canada,7214,0,0,0,0,,2011.10.1,,,,,,
2011,11,1,Canada,7214,0,0,0,0,,2011.11.1,,,,,,
2011,12,1,Canada,7214,0,0,0,0,,2011.12.1,,,,,,
2012,1,1,Canada,7214,5111100,8100000,0,0,0.631,2012.1.1,,,-8.017511443,194.6787565,2.283859406,36.91639598
2012,2,1,Canada,7214,3828257,5935282,49903,3000,0.645000019,2012.2.1,,,,,,
2012,3,1,Canada,7214,0,0,0,0,,2012.3.1,,,,,,
2012,4,1,Canada,7214,0,0,0,0,,2012.4.1,,,,,,
2012,5,1,Canada,7214,38,830,2403,120,0.045783133,2012.5.1,-92.90184012,-99.98601583,,,-93.51259315,-99.99062153
2012,6,1,Canada,7214,0,0,0,0,,2012.6.1,,,,,,
2012,7,1,Canada,7214,0,0,0,0,,2012.7.1,,,,,,
2012,8,1,Canada,7214,0,0,0,0,,2012.8.1,,,,,,
2012,9,1,Canada,7214,7553989,12590726,0,0,0.599964529,2012.9.1,,,,,,
2012,10,1,Canada,7214,250052,399284,0,0,0.626250989,2012.10.1,,,,,,
2012,11,1,Canada,7214,2612244,4455626,0,0,0.586279908,2012.11.1,,,1180.558746,536722.4096,,
2012,12,1,Canada,7214,5792792,9733714,0,0,0.595126588,2012.12.1,-0.806371269,-22.6914,,,,
2013,1,1,Canada,7214,12216955,21154480,24150,1582,0.577511477,2013.1.1,-7.78274408,5198.103605,,,-8.476786454,161.1664198
2013,2,1,Canada,7214,0,0,0,0,,2013.2.1,,,,,,
2013,3,1,Canada,7214,2316798,3992690,0,0,0.580259925,2013.3.1,-2.498067327,-58.98081657,-3.284294899,-68.28864356,,
2013,4,1,Canada,7214,4224740,7393589,0,0,0.571405849,2013.4.1,-1.057230665,-65.04953561,-8.757693189,1751.711814,,
2013,5,1,Canada,7214,3123226,5672670,0,0,0.550574245,2013.5.1,,,-6.090207535,27.31477014,1102.570061,683354.2169
2013,6,1,Canada,7214,1806162,3234144,0,0,0.558466784,2013.6.1,-3.755754906,-18.99836952,-6.160000947,-66.77379261,,
2013,7,1,Canada,7214,1676495,3253688,0,0,0.515259914,2013.7.1,-9.825929302,-55.99311782,-10.77927723,-84.61939031,,
2013,8,1,Canada,7214,0,0,0,0,,2013.8.1,,,,,,
2013,9,1,Canada,7214,2017591,3790398,0,0,0.532290013,2013.9.1,-4.687256669,17.19941969,-8.266969702,-5.066559137,-11.27975294,-69.89531819
2013,10,1,Canada,7214,1097628,2062086,0,0,0.532290118,2013.10.1,3.305167569,-36.62311814,-6.845525161,-72.10981027,-15.00370826,416.4459382
2013,11,1,Canada,7214,2781820,5189358,0,0,0.536062457,2013.11.1,,,-2.635754882,-8.520009096,-8.565439474,16.46754014
2013,12,1,Canada,7214,0,0,0,0,,2013.12.1,,,,,,
2014,1,1,Canada,7214,0,0,0,0,,2014.1.1,,,,,,
2014,2,1,Canada,7214,0,0,0,0,,2014.2.1,,,,,,
2014,3,1,Canada,7214,0,0,0,0,,2014.3.1,,,,,,
2014,4,1,Canada,7214,1705644,2990994,0,0,0.57025992,2014.4.1,,,7.133290876,45.0470058,-0.200545507,-59.54611488
2014,5,1,Canada,7214,194675,216226,0,0,0.900331135,2014.5.1,,,67.95265611,-95.83328034,63.52583578,-96.18828523
